,R,G,B
126859,42,42,42
126860,28,28,28
126861,20,20,20
126862,30,30,30
126863,31,31,31
126864,32,32,32
126865,32,32,32
126866,32,32,32
126867,31,31,31
126868,31,31,31
126869,31,31,31
126870,27,27,27
126871,28,28,28
126872,28,28,28
126873,28,28,28
126874,29,29,29
126875,29,29,29
126876,29,29,29
126877,29,29,29
126878,28,28,28
126879,31,31,31
126880,35,35,35
126881,39,39,39
126882,41,41,41
126883,40,40,40
126884,37,37,37
126885,34,34,34
126886,31,31,31
126887,34,34,34
126888,38,38,38
126889,40,40,40
126890,41,41,41
126891,43,43,43
126892,47,47,47
126893,51,51,51
126894,52,52,52
126895,57,57,57
126896,58,58,58
126897,54,54,54
126898,50,50,50
126899,48,48,48
126900,43,43,43
126901,37,37,37
126902,28,28,28
126903,28,28,28
126904,26,26,26
126905,22,22,22
126906,19,19,19
126907,20,20,20
126908,24,24,24
126909,27,27,27
126910,24,24,24
126911,26,26,26
126912,28,28,28
126913,30,30,30
126914,32,32,32
126915,32,32,32
126916,31,31,31
126917,30,30,30
126918,29,29,29
126919,26,26,26
126920,25,25,25
126921,26,26,26
126922,28,28,28
126923,29,29,29
126924,27,27,27
126925,25,25,25
126926,28,28,28
126927,27,27,27
126928,25,25,25
126929,24,24,24
126930,25,25,25
126931,27,27,27
126932,29,29,29
126933,31,31,31
126934,22,22,22
126935,23,23,23
126936,22,22,22
126937,21,21,21
126938,19,19,19
126939,19,19,19
126940,21,21,21
126941,23,23,23
126942,27,27,27
126943,26,26,26
126944,24,24,24
126945,23,23,23
126946,23,23,23
126947,24,24,24
126948,26,26,26
126949,27,27,27
126950,29,29,29
126951,35,35,35
126952,38,38,38
126953,37,37,37
126954,39,39,39
126955,44,44,44
126956,43,43,43
126957,39,39,39
126958,42,42,42
126959,41,41,41
126960,40,40,40
126961,39,39,39
126962,40,40,40
126963,42,42,42
126964,45,45,45
126965,47,47,47
126966,60,60,60
126967,55,55,55
126968,46,46,46
126969,42,42,42
126970,41,41,41
126971,42,42,42
126972,44,44,44
126973,43,43,43
126974,52,52,52
126975,53,53,53
126976,55,55,55
126977,58,58,58
126978,59,59,59
126979,57,57,57
126980,53,53,53
126981,49,49,49
126982,58,58,58
126983,57,57,57
126984,60,60,60
126985,62,62,62
126986,59,59,59
126987,59,59,59
126988,60,60,60
126989,56,56,56
126990,51,51,51
126991,47,47,47
126992,43,43,43
126993,40,40,40
126994,38,38,38
126995,35,35,35
126996,31,31,31
126997,28,28,28
126998,31,31,31
126999,29,29,29
127000,27,27,27
127001,28,28,28
127002,31,31,31
127003,34,34,34
127004,36,36,36
127005,36,36,36
127006,26,26,26
127007,24,24,24
127008,22,22,22
127009,21,21,21
127010,21,21,21
127011,22,22,22
127012,24,24,24
127013,26,26,26
127014,32,32,32
127015,31,31,31
127016,30,30,30
127017,30,30,30
127018,31,31,31
127019,33,33,33
127020,35,35,35
127021,36,36,36
127022,31,31,31
127023,31,31,31
127024,32,32,32
127025,33,33,33
127026,33,33,33
127027,33,33,33
127028,33,33,33
127029,33,33,33
127030,31,31,31
127031,31,31,31
127032,74,74,74
127033,74,74,74
127034,74,74,74
127035,74,74,74
127036,74,74,74
127037,74,74,74
127038,74,74,74
127039,74,74,74
127040,70,70,70
127041,70,70,70
127042,70,70,70
127043,70,70,70
127044,68,68,68
127045,66,66,66
127046,64,64,64
127047,63,63,63
127048,59,59,59
127049,59,59,59
127050,59,59,59
127051,58,58,58
127052,58,58,58
127053,57,57,57
127054,57,57,57
127055,57,57,57
127056,57,57,57
127057,55,55,55
127058,53,53,53
127059,55,55,55
127060,57,57,57
127061,58,58,58
127062,57,57,57
127063,54,54,54
127064,50,50,50
127065,53,53,53
127066,57,57,57
127067,59,59,59
127068,57,57,57
127069,51,51,51
127070,44,44,44
127071,39,39,39
127072,53,53,53
127073,55,55,55
127074,57,57,57
127075,57,57,57
127076,53,53,53
127077,47,47,47
127078,41,41,41
127079,36,36,36
127080,56,56,56
127081,54,54,54
127082,51,51,51
127083,48,48,48
127084,46,46,46
127085,44,44,44
127086,42,42,42
127087,41,41,41
127088,55,55,55
127089,57,57,57
127090,59,59,59
127091,59,59,59
127092,56,56,56
127093,50,50,50
127094,42,42,42
127095,37,37,37
127096,38,38,38
127097,38,38,38
127098,38,38,38
127099,40,40,40
127100,43,43,43
127101,47,47,47
127102,52,52,52
127103,54,54,54
127104,65,65,65
127105,67,67,67
127106,69,69,69
127107,68,68,68
127108,61,61,61
127109,49,49,49
127110,36,36,36
127111,28,28,28
127112,42,42,42
127113,38,38,38
127114,33,33,33
127115,32,32,32
127116,36,36,36
127117,45,45,45
127118,56,56,56
127119,63,63,63
127120,77,77,77
127121,66,66,66
127122,52,52,52
127123,40,40,40
127124,35,35,35
127125,35,35,35
127126,36,36,36
127127,37,37,37
127128,35,35,35
127129,42,42,42
127130,53,53,53
127131,62,62,62
127132,64,64,64
127133,58,58,58
127134,47,47,47
127135,39,39,39
127136,33,33,33
127137,29,29,29
127138,28,28,28
127139,37,37,37
127140,51,51,51
127141,64,64,64
127142,70,70,70
127143,70,70,70
127144,61,61,61
127145,55,55,55
127146,45,45,45
127147,36,36,36
127148,32,32,32
127149,33,33,33
127150,37,37,37
127151,40,40,40
127152,39,39,39
127153,35,35,35
127154,31,31,31
127155,29,29,29
127156,35,35,35
127157,47,47,47
127158,62,62,62
127159,73,73,73
127160,76,76,76
127161,68,68,68
127162,56,56,56
127163,45,45,45
127164,37,37,37
127165,35,35,35
127166,37,37,37
127167,39,39,39
127168,42,42,42
127169,41,41,41
127170,39,39,39
127171,37,37,37
127172,36,36,36
127173,37,37,37
127174,38,38,38
127175,38,38,38
127176,42,42,42
127177,39,39,39
127178,35,35,35
127179,30,30,30
127180,28,28,28
127181,29,29,29
127182,34,34,34
127183,38,38,38
127184,51,51,51
127185,60,60,60
127186,72,72,72
127187,77,77,77
127188,71,71,71
127189,55,55,55
127190,38,38,38
127191,27,27,27
127192,30,30,30
127193,29,29,29
127194,28,28,28
127195,29,29,29
127196,32,32,32
127197,35,35,35
127198,38,38,38
127199,38,38,38
127200,33,33,33
127201,31,31,31
127202,33,33,33
127203,38,38,38
127204,38,38,38
127205,34,34,34
127206,35,35,35
127207,39,39,39
127208,37,37,37
127209,39,39,39
127210,41,41,41
127211,40,40,40
127212,36,36,36
127213,33,33,33
127214,31,31,31
127215,30,30,30
127216,28,28,28
127217,34,34,34
127218,42,42,42
127219,50,50,50
127220,60,60,60
127221,67,67,67
127222,66,66,66
127223,60,60,60
127224,48,48,48
127225,42,42,42
127226,32,32,32
127227,25,25,25
127228,28,28,28
127229,35,35,35
127230,36,36,36
127231,31,31,31
127232,34,34,34
127233,34,34,34
127234,34,34,34
127235,34,34,34
127236,34,34,34
127237,34,34,34
127238,34,34,34
127239,34,34,34
127240,37,37,37
127241,37,37,37
127242,37,37,37
127243,36,36,36
127244,34,34,34
127245,32,32,32
127246,30,30,30
127247,29,29,29
127248,36,36,36
127249,36,36,36
127250,36,36,36
127251,37,37,37
127252,38,38,38
127253,37,37,37
127254,33,33,33
127255,30,30,30
127256,34,34,34
127257,33,33,33
127258,32,32,32
127259,32,32,32
127260,32,32,32
127261,33,33,33
127262,34,34,34
127263,35,35,35
127264,35,35,35
127265,36,36,36
127266,37,37,37
127267,41,41,41
127268,46,46,46
127269,53,53,53
127270,60,60,60
127271,64,64,64
127272,74,74,74
127273,73,73,73
127274,69,69,69
127275,60,60,60
127276,47,47,47
127277,35,35,35
127278,26,26,26
127279,21,21,21
127280,30,30,30
127281,31,31,31
127282,31,31,31
127283,30,30,30
127284,29,29,29
127285,30,30,30
127286,33,33,33
127287,37,37,37
127288,36,36,36
127289,36,36,36
127290,36,36,36
127291,36,36,36
127292,38,38,38
127293,42,42,42
127294,45,45,45
127295,47,47,47
127296,45,45,45
127297,51,51,51
127298,56,56,56
127299,60,60,60
127300,65,65,65
127301,68,68,68
127302,62,62,62
127303,53,53,53
127304,26,26,26
127305,21,21,21
127306,18,18,18
127307,19,19,19
127308,20,20,20
127309,21,21,21
127310,26,26,26
127311,32,32,32
127312,32,32,32
127313,31,31,31
127314,30,30,30
127315,31,31,31
127316,33,33,33
127317,34,34,34
127318,34,34,34
127319,34,34,34
127320,34,34,34
127321,31,31,31
127322,29,29,29
127323,31,31,31
127324,38,38,38
127325,45,45,45
127326,48,48,48
127327,47,47,47
127328,56,56,56
127329,56,56,56
127330,53,53,53
127331,44,44,44
127332,32,32,32
127333,25,25,25
127334,26,26,26
127335,30,30,30
127336,28,28,28
127337,29,29,29
127338,30,30,30
127339,29,29,29
127340,28,28,28
127341,26,26,26
127342,27,27,27
127343,28,28,28
127344,28,28,28
127345,29,29,29
127346,30,30,30
127347,32,32,32
127348,35,35,35
127349,37,37,37
127350,38,38,38
127351,39,39,39
127352,34,34,34
127353,34,34,34
127354,34,34,34
127355,33,33,33
127356,33,33,33
127357,34,34,34
127358,35,35,35
127359,36,36,36
127360,30,30,30
127361,34,34,34
127362,40,40,40
127363,42,42,42
127364,41,41,41
127365,40,40,40
127366,41,41,41
127367,42,42,42
127368,51,51,51
127369,55,55,55
127370,55,55,55
127371,51,51,51
127372,48,48,48
127373,46,46,46
127374,40,40,40
127375,33,33,33
127376,34,34,34
127377,29,29,29
127378,24,24,24
127379,22,22,22
127380,23,23,23
127381,24,24,24
127382,26,26,26
127383,27,27,27
127384,26,26,26
127385,27,27,27
127386,29,29,29
127387,31,31,31
127388,31,31,31
127389,30,30,30
127390,29,29,29
127391,28,28,28
127392,26,26,26
127393,24,24,24
127394,24,24,24
127395,27,27,27
127396,32,32,32
127397,35,35,35
127398,35,35,35
127399,33,33,33
127400,29,29,29
127401,30,30,30
127402,31,31,31
127403,31,31,31
127404,30,30,30
127405,28,28,28
127406,26,26,26
127407,24,24,24
127408,34,34,34
127409,35,35,35
127410,34,34,34
127411,33,33,33
127412,32,32,32
127413,33,33,33
127414,36,36,36
127415,39,39,39
127416,41,41,41
127417,40,40,40
127418,38,38,38
127419,36,36,36
127420,35,35,35
127421,34,34,34
127422,34,34,34
127423,35,35,35
127424,40,40,40
127425,42,42,42
127426,39,39,39
127427,35,35,35
127428,38,38,38
127429,48,48,48
127430,55,55,55
127431,56,56,56
127432,54,54,54
127433,53,53,53
127434,53,53,53
127435,54,54,54
127436,56,56,56
127437,58,58,58
127438,60,60,60
127439,62,62,62
127440,60,60,60
127441,49,49,49
127442,38,38,38
127443,33,33,33
127444,35,35,35
127445,38,38,38
127446,36,36,36
127447,34,34,34
127448,34,34,34
127449,35,35,35
127450,38,38,38
127451,44,44,44
127452,51,51,51
127453,58,58,58
127454,62,62,62
127455,63,63,63
127456,58,58,58
127457,56,56,56
127458,56,56,56
127459,54,54,54
127460,47,47,47
127461,43,43,43
127462,40,40,40
127463,34,34,34
127464,26,26,26
127465,28,28,28
127466,30,30,30
127467,29,29,29
127468,28,28,28
127469,26,26,26
127470,27,27,27
127471,28,28,28
127472,31,31,31
127473,30,30,30
127474,28,28,28
127475,28,28,28
127476,29,29,29
127477,31,31,31
127478,32,32,32
127479,33,33,33
127480,26,26,26
127481,29,29,29
127482,33,33,33
127483,38,38,38
127484,42,42,42
127485,46,46,46
127486,48,48,48
127487,48,48,48
127488,43,43,43
127489,43,43,43
127490,43,43,43
127491,42,42,42
127492,40,40,40
127493,37,37,37
127494,34,34,34
127495,32,32,32
127496,35,35,35
127497,35,35,35
127498,35,35,35
127499,36,36,36
127500,41,41,41
127501,47,47,47
127502,54,54,54
127503,58,58,58
127504,52,52,52
127505,52,52,52
127506,75,75,75
127507,74,74,74
127508,73,73,73
127509,70,70,70
127510,68,68,68
127511,66,66,66
127512,64,64,64
127513,63,63,63
127514,62,62,62
127515,62,62,62
127516,62,62,62
127517,62,62,62
127518,61,61,61
127519,60,60,60
127520,60,60,60
127521,59,59,59
127522,57,57,57
127523,57,57,57
127524,57,57,57
127525,57,57,57
127526,56,56,56
127527,56,56,56
127528,56,56,56
127529,56,56,56
127530,55,55,55
127531,54,54,54
127532,53,53,53
127533,53,53,53
127534,54,54,54
127535,54,54,54
127536,53,53,53
127537,52,52,52
127538,57,57,57
127539,53,53,53
127540,46,46,46
127541,41,41,41
127542,41,41,41
127543,45,45,45
127544,52,52,52
127545,56,56,56
127546,52,52,52
127547,49,49,49
127548,45,45,45
127549,43,43,43
127550,45,45,45
127551,51,51,51
127552,58,58,58
127553,63,63,63
127554,50,50,50
127555,44,44,44
127556,37,37,37
127557,33,33,33
127558,37,37,37
127559,48,48,48
127560,61,61,61
127561,69,69,69
127562,58,58,58
127563,55,55,55
127564,47,47,47
127565,38,38,38
127566,31,31,31
127567,31,31,31
127568,38,38,38
127569,45,45,45
127570,39,39,39
127571,44,44,44
127572,52,52,52
127573,60,60,60
127574,66,66,66
127575,70,70,70
127576,71,71,71
127577,71,71,71
127578,52,52,52
127579,49,49,49
127580,43,43,43
127581,38,38,38
127582,35,35,35
127583,34,34,34
127584,34,34,34
127585,35,35,35
127586,31,31,31
127587,38,38,38
127588,48,48,48
127589,58,58,58
127590,64,64,64
127591,65,65,65
127592,63,63,63
127593,61,61,61
127594,42,42,42
127595,44,44,44
127596,43,43,43
127597,39,39,39
127598,34,34,34
127599,32,32,32
127600,36,36,36
127601,41,41,41
127602,58,58,58
127603,64,64,64
127604,67,67,67
127605,62,62,62
127606,48,48,48
127607,35,35,35
127608,29,29,29
127609,27,27,27
127610,34,34,34
127611,44,44,44
127612,60,60,60
127613,74,74,74
127614,78,78,78
127615,68,68,68
127616,52,52,52
127617,39,39,39
127618,37,37,37
127619,37,37,37
127620,37,37,37
127621,36,36,36
127622,35,35,35
127623,34,34,34
127624,32,32,32
127625,31,31,31
127626,28,28,28
127627,37,37,37
127628,50,50,50
127629,61,61,61
127630,68,68,68
127631,71,71,71
127632,72,72,72
127633,72,72,72
127634,40,40,40
127635,39,39,39
127636,39,39,39
127637,39,39,39
127638,39,39,39
127639,39,39,39
127640,39,39,39
127641,39,39,39
127642,37,37,37
127643,38,38,38
127644,39,39,39
127645,40,40,40
127646,40,40,40
127647,38,38,38
127648,37,37,37
127649,36,36,36
127650,34,34,34
127651,31,31,31
127652,32,32,32
127653,40,40,40
127654,53,53,53
127655,65,65,65
127656,72,72,72
127657,74,74,74
127658,76,76,76
127659,69,69,69
127660,57,57,57
127661,43,43,43
127662,33,33,33
127663,29,29,29
127664,30,30,30
127665,33,33,33
127666,34,34,34
127667,36,36,36
127668,38,38,38
127669,38,38,38
127670,37,37,37
127671,35,35,35
127672,33,33,33
127673,32,32,32
127674,38,38,38
127675,38,38,38
127676,41,41,41
127677,46,46,46
127678,48,48,48
127679,46,46,46
127680,43,43,43
127681,42,42,42
127682,33,33,33
127683,35,35,35
127684,35,35,35
127685,33,33,33
127686,31,31,31
127687,31,31,31
127688,36,36,36
127689,40,40,40
127690,42,42,42
127691,59,59,59
127692,73,73,73
127693,74,74,74
127694,69,69,69
127695,60,60,60
127696,45,45,45
127697,32,32,32
127698,15,15,15
127699,26,26,26
127700,35,35,35
127701,33,33,33
127702,26,26,26
127703,24,24,24
127704,31,31,31
127705,37,37,37
127706,30,30,30
127707,33,33,33
127708,38,38,38
127709,42,42,42
127710,44,44,44
127711,43,43,43
127712,41,41,41
127713,39,39,39
127714,34,34,34
127715,33,33,33
127716,33,33,33
127717,33,33,33
127718,33,33,33
127719,34,34,34
127720,36,36,36
127721,37,37,37
127722,40,40,40
127723,38,38,38
127724,37,37,37
127725,37,37,37
127726,36,36,36
127727,34,34,34
127728,31,31,31
127729,28,28,28
127730,34,34,34
127731,34,34,34
127732,33,33,33
127733,32,32,32
127734,33,33,33
127735,34,34,34
127736,35,35,35
127737,36,36,36
127738,36,36,36
127739,41,41,41
127740,50,50,50
127741,60,60,60
127742,68,68,68
127743,73,73,73
127744,75,75,75
127745,76,76,76
127746,63,63,63
127747,62,62,62
127748,59,59,59
127749,51,51,51
127750,42,42,42
127751,37,37,37
127752,37,37,37
127753,38,38,38
127754,36,36,36
127755,34,34,34
127756,31,31,31
127757,29,29,29
127758,29,29,29
127759,31,31,31
127760,32,32,32
127761,33,33,33
127762,39,39,39
127763,40,40,40
127764,40,40,40
127765,40,40,40
127766,42,42,42
127767,47,47,47
127768,50,50,50
127769,51,51,51
127770,55,55,55
127771,63,63,63
127772,71,71,71
127773,70,70,70
127774,62,62,62
127775,48,48,48
127776,32,32,32
127777,21,21,21
127778,29,29,29
127779,24,24,24
127780,25,25,25
127781,31,31,31
127782,32,32,32
127783,29,29,29
127784,30,30,30
127785,36,36,36
127786,34,34,34
127787,34,34,34
127788,33,33,33
127789,33,33,33
127790,32,32,32
127791,31,31,31
127792,29,29,29
127793,29,29,29
127794,35,35,35
127795,35,35,35
127796,35,35,35
127797,40,40,40
127798,49,49,49
127799,58,58,58
127800,58,58,58
127801,55,55,55
127802,49,49,49
127803,43,43,43
127804,33,33,33
127805,25,25,25
127806,23,23,23
127807,27,27,27
127808,33,33,33
127809,38,38,38
127810,36,36,36
127811,35,35,35
127812,33,33,33
127813,29,29,29
127814,26,26,26
127815,26,26,26
127816,27,27,27
127817,29,29,29
127818,30,30,30
127819,32,32,32
127820,34,34,34
127821,36,36,36
127822,36,36,36
127823,35,35,35
127824,33,33,33
127825,32,32,32
127826,28,28,28
127827,30,30,30
127828,32,32,32
127829,34,34,34
127830,34,34,34
127831,35,35,35
127832,37,37,37
127833,39,39,39
127834,32,32,32
127835,33,33,33
127836,35,35,35
127837,38,38,38
127838,40,40,40
127839,45,45,45
127840,50,50,50
127841,53,53,53
127842,60,60,60
127843,59,59,59
127844,56,56,56
127845,52,52,52
127846,48,48,48
127847,45,45,45
127848,39,39,39
127849,33,33,33
127850,35,35,35
127851,28,28,28
127852,23,23,23
127853,23,23,23
127854,25,25,25
127855,25,25,25
127856,25,25,25
127857,25,25,25
127858,29,29,29
127859,29,29,29
127860,30,30,30
127861,30,30,30
127862,30,30,30
127863,29,29,29
127864,28,28,28
127865,28,28,28
127866,27,27,27
127867,28,28,28
127868,30,30,30
127869,33,33,33
127870,35,35,35
127871,34,34,34
127872,32,32,32
127873,30,30,30
127874,39,39,39
127875,36,36,36
127876,31,31,31
127877,28,28,28
127878,29,29,29
127879,34,34,34
127880,41,41,41
127881,45,45,45
127882,41,41,41
127883,40,40,40
127884,37,37,37
127885,32,32,32
127886,28,28,28
127887,27,27,27
127888,28,28,28
127889,30,30,30
127890,29,29,29
127891,32,32,32
127892,36,36,36
127893,40,40,40
127894,42,42,42
127895,43,43,43
127896,43,43,43
127897,43,43,43
127898,50,50,50
127899,51,51,51
127900,50,50,50
127901,50,50,50
127902,53,53,53
127903,61,61,61
127904,67,67,67
127905,69,69,69
127906,69,69,69
127907,68,68,68
127908,66,66,66
127909,66,66,66
127910,67,67,67
127911,66,66,66
127912,64,64,64
127913,63,63,63
127914,50,50,50
127915,44,44,44
127916,46,46,46
127917,47,47,47
127918,53,53,53
127919,56,56,56
127920,48,48,48
127921,44,44,44
127922,40,40,40
127923,38,38,38
127924,36,36,36
127925,37,37,37
127926,42,42,42
127927,47,47,47
127928,51,51,51
127929,53,53,53
127930,36,36,36
127931,32,32,32
127932,31,31,31
127933,28,28,28
127934,22,22,22
127935,20,20,20
127936,20,20,20
127937,16,16,16
127938,16,16,16
127939,18,18,18
127940,20,20,20
127941,19,19,19
127942,18,18,18
127943,20,20,20
127944,25,25,25
127945,30,30,30
127946,31,31,31
127947,32,32,32
127948,33,33,33
127949,31,31,31
127950,29,29,29
127951,29,29,29
127952,30,30,30
127953,32,32,32
127954,37,37,37
127955,44,44,44
127956,51,51,51
127957,56,56,56
127958,58,58,58
127959,58,58,58
127960,54,54,54
127961,49,49,49
127962,46,46,46
127963,48,48,48
127964,51,51,51
127965,52,52,52
127966,51,51,51
127967,49,49,49
127968,45,45,45
127969,43,43,43
127970,47,47,47
127971,49,49,49
127972,53,53,53
127973,57,57,57
127974,60,60,60
127975,61,61,61
127976,61,61,61
127977,61,61,61
127978,53,53,53
127979,53,53,53
127980,71,71,71
127981,70,70,70
127982,69,69,69
127983,67,67,67
127984,66,66,66
127985,64,64,64
127986,63,63,63
127987,63,63,63
127988,59,59,59
127989,58,58,58
127990,58,58,58
127991,57,57,57
127992,56,56,56
127993,56,56,56
127994,56,56,56
127995,56,56,56
127996,56,56,56
127997,56,56,56
127998,56,56,56
127999,56,56,56
128000,56,56,56
128001,56,56,56
128002,56,56,56
128003,56,56,56
128004,52,52,52
128005,53,53,53
128006,53,53,53
128007,52,52,52
128008,50,50,50
128009,49,49,49
128010,49,49,49
128011,49,49,49
128012,38,38,38
128013,42,42,42
128014,49,49,49
128015,54,54,54
128016,55,55,55
128017,52,52,52
128018,47,47,47
128019,44,44,44
128020,39,39,39
128021,43,43,43
128022,48,48,48
128023,51,51,51
128024,51,51,51
128025,46,46,46
128026,40,40,40
128027,36,36,36
128028,28,28,28
128029,37,37,37
128030,48,48,48
128031,57,57,57
128032,60,60,60
128033,56,56,56
128034,49,49,49
128035,44,44,44
128036,38,38,38
128037,38,38,38
128038,38,38,38
128039,38,38,38
128040,38,38,38
128041,42,42,42
128042,49,49,49
128043,53,53,53
128044,68,68,68
128045,71,71,71
128046,74,74,74
128047,72,72,72
128048,65,65,65
128049,53,53,53
128050,39,39,39
128051,31,31,31
128052,36,36,36
128053,35,35,35
128054,34,34,34
128055,33,33,33
128056,34,34,34
128057,37,37,37
128058,40,40,40
128059,41,41,41
128060,66,66,66
128061,68,68,68
128062,68,68,68
128063,65,65,65
128064,57,57,57
128065,45,45,45
128066,33,33,33
128067,26,26,26
128068,35,35,35
128069,35,35,35
128070,34,34,34
128071,35,35,35
128072,39,39,39
128073,48,48,48
128074,59,59,59
128075,67,67,67
128076,68,68,68
128077,60,60,60
128078,47,47,47
128079,33,33,33
128080,26,26,26
128081,31,31,31
128082,44,44,44
128083,54,54,54
128084,73,73,73
128085,67,67,67
128086,57,57,57
128087,47,47,47
128088,39,39,39
128089,37,37,37
128090,38,38,38
128091,40,40,40
128092,32,32,32
128093,32,32,32
128094,33,33,33
128095,34,34,34
128096,36,36,36
128097,39,39,39
128098,41,41,41
128099,43,43,43
128100,67,67,67
128101,68,68,68
128102,68,68,68
128103,66,66,66
128104,61,61,61
128105,51,51,51
128106,40,40,40
128107,32,32,32
128108,36,36,36
128109,37,37,37
128110,37,37,37
128111,37,37,37
128112,37,37,37
128113,36,36,36
128114,35,35,35
128115,35,35,35
128116,37,37,37
128117,37,37,37
